id 2gis;id родителя;Наименование;Емайл;Телефон1;Телефон2;Сайт;Соц. сети VK;Соц. сети одноклассники;Соц. сети Insagram;Соц. сети Facebook;Соц. сети youtube;Адрес;Долгота;Широта;geometry
2956016536608230;2956024126475520;Экология Поволжья;;78432509596;;www.ikkom.ru;https://vk.com/ecotatarstan;;https://instagram.com/ecotatarstan;https://facebook.com/ecotatarstan;;Россия, Республика Татарстан, Казань, улица Аделя Кутуя, 163;49.189948;55.768228;POINT(49.189948 55.768228)
2956016536698720;2956025226539000;Тимер;;79172203077;;;;;;;;Россия, Республика Татарстан, Высокогорский район, посёлок железнодорожной станции Высокая Гора, улица Леонова, 21;49.304879;55.927059;POINT(49.304879 55.927059)
2956016536757530;2956024126390000;Альбион;;78432901575;;;;;;;;Россия, Республика Татарстан, Казань, Тихорецкая улица, 2;49.101851;55.732778;POINT(49.101851 55.732778)
2956016537012690;2956025226739340;Трейд Металл, компания по приему и переработке металлолома;;78432269911;;trade-metal.tmgk.ru;https://vk.com/trademetal;;;;;Россия, Республика Татарстан, Казань, проспект Альберта Камалеева, 1;49.183984;55.793202;POINT(49.183984 55.793202)
2956016537099160;2956025226804160;МИНТИМЕР;;78435543078;79053127777;;https://vk.com/perevozgruzo;;;;;Россия, Республика Татарстан, Казань, Кызыл Армейская улица, 23Ак1;49.062307;55.80057;POINT(49.062307 55.80057)
70000001006578000;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;79503225436;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, улица Побежимова, 28;49.086373;55.859014;POINT(49.086373 55.859014)
70000001006595300;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;79003215411;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, улица Профессора Мухамедьярова, 31к1;49.074847;55.840836;POINT(49.074847 55.840836)
70000001006595300;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;+7 (843) 2672819;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, Горьковское шоссе, 47к3;49.022799;55.823717;POINT(49.022799 55.823717)
70000001006801600;70000001006801600;Пункт приема черных и цветных металлов;;79033408531;;;;;;;;Россия, Республика Татарстан, Зеленодольский район, посёлок городского типа Васильево;48.704077;55.836878;POINT(48.704077 55.836878)
70000001007030200;70000001007030200;Казанское производственное объединение;;78432775814;+7 (843) 5702037;;;;;;;Россия, Республика Татарстан, Казань;49.108795;55.796289;POINT(49.108795 55.796289)
70000001007144800;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, Архангельская улица, 16к1;49.057528;55.806717;POINT(49.057528 55.806717)
70000001007144900;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;79046661075;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, Камчатская улица, 61;49.096784;55.878935;POINT(49.096784 55.878935)
70000001007279300;70000001007271400;МСК;;79871885198;;;;;;;;Россия, Республика Татарстан, Казань, улица Васильченко, 9к1;49.028009;55.83658;POINT(49.028009 55.83658)
70000001007345800;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Ветровая улица, 16;48.532849;55.849807;POINT(48.532849 55.849807)
70000001007345800;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, улица Королёва, 26В;48.546638;55.865298;POINT(48.546638 55.865298)
70000001007346100;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Новостроительная улица, 3А;48.508702;55.840629;POINT(48.508702 55.840629)
70000001007346100;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Озёрная улица, 1;48.52215;55.836863;POINT(48.52215 55.836863)
70000001007346200;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;79509479693;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, улица Короленко, 115;49.097575;55.845779;POINT(49.097575 55.845779)
70000001007352200;70000001007352200;Сносим.ком;;88005558491;;kazan.snosim.com;;;;;;Россия, Республика Татарстан, Казань, Техническая улица, 120;49.131872;55.753499;POINT(49.131872 55.753499)
70000001007402400;70000001007402400;Акрон Казань;;79874017792;;;;;;;;Россия, Республика Татарстан, Казань, Портовая улица, 27;49.081081;55.760307;POINT(49.081081 55.760307)
70000001007534800;70000001007534800;Талвтормет;;79270368087;79061111456;talvtormet.ru;https://vk.com/metall_lom;;;;;Россия, Республика Татарстан, Казань, Узенькая улица, 4;49.043137;55.801946;POINT(49.043137 55.801946)
70000001017229400;70000001017229400;МЕТАЛЛ-ТОРГ;;79274051151;79033148540;;;;;;;Россия, Республика Татарстан, Казань, Приволжский район, Магистральная улица, 48к1;49.104653;55.747657;POINT(49.104653 55.747657)
70000001017348100;70000001017348100;Аванс;;78432978747;;;;;;;;Россия, Республика Татарстан, Казань, улица Шамиля Усманова, 13;49.072781;55.829112;POINT(49.072781 55.829112)
70000001017432800;70000001017348100;Аванс;;78432978747;;;;;;;;Россия, Республика Татарстан, Казань, улица Мусина, 71;49.120104;55.838273;POINT(49.120104 55.838273)
70000001017494800;70000001017494800;АльфаВторМет;;79874227797;79534011155;www.lom-kazan.ru;https://vk.com/public72830646;;;;;Россия, Республика Татарстан, Казань, Алебастровая улица, 11;49.103135;55.731252;POINT(49.103135 55.731252)
70000001018334400;70000001007271400;МСК;;79655838010;;;;;;;;Россия, Республика Татарстан, Казань, Химическая улица, 60;49.001266;55.873082;POINT(49.001266 55.873082)
70000001018691700;70000001007107900;Компания по приему металлолома;;78432393577;;;;;;;;Россия, Республика Татарстан, Казань, улица Адоратского, 78;49.148141;55.84495;POINT(49.148141 55.84495)
70000001019972800;2956024126745120;Сталком-К;;79600524400;;stalkom-k.ru;;;;;;Россия, Республика Татарстан, Казань, Северо-Западная улица, 1к1;48.941906;55.866884;POINT(48.941906 55.866884)
70000001020319900;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Волжская улица, 14;48.474746;55.841554;POINT(48.474746 55.841554)
70000001021449000;70000001021449000;Быстроф;;78432537477;79625594544;priemka-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, улица Ирек, 1к2;49.104177;55.762586;POINT(49.104177 55.762586)
70000001021923000;70000001021923000;Стальпромресурс;;79274201100;79179143606;;;;;;;Россия, Республика Татарстан, Казань, Тэцевская улица, 283;48.965199;55.859918;POINT(48.965199 55.859918)
70000001022687700;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;79520407677;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, Гвардейская улица, 54;49.175;55.770664;POINT(49.175 55.770664)
70000001023704700;2956025226739340;Трейд Металл;;78432268686;79872269911;trade-metal.tmgk.ru;https://vk.com/trademetal;;;;;Россия, Республика Татарстан, Высокогорский район, посёлок Озёрный, Сосновая улица, 1Б;49.05282;55.910291;POINT(49.05282 55.910291)
70000001023813000;70000001023813000;ГЕФЕСТ;;78432023708;;;;;;;;Россия, Республика Татарстан, Казань, Каучуковая улица, 9;49.125593;55.741353;POINT(49.125593 55.741353)
70000001023943600;2956024126390010;Татвторчермет;;78435719249;;;;;;;;Россия, Республика Татарстан, Казань, Тэцевская улица, 11к4;49.069394;55.845885;POINT(49.069394 55.845885)
70000001024188200;70000001024188200;ТатМеталл;;79274613373;;;;;;;;Россия, Республика Татарстан, Казань, Тульская улица, 57;49.137154;55.733031;POINT(49.137154 55.733031)
70000001024888600;70000001024188200;ТатМеталл;romankzn001@gmail.com;78432609580;;;;;;;;Россия, Республика Татарстан, Казань, улица Халитова, 4;49.189607;55.818665;POINT(49.189607 55.818665)
70000001024992300;2956024126602640;ИнтерМетТрейд;supply.imt@gmail.com;78435702047;;imt-rt.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Новостроительная улица, 24;48.502396;55.841033;POINT(48.502396 55.841033)
70000001025022900;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, улица Липатова, 4Б;49.222773;55.873107;POINT(49.222773 55.873107)
70000001025022900;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, Сибирский тракт, 47к3;49.192419;55.836185;POINT(49.192419 55.836185)
70000001025022900;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, улица Родины, 7Б;49.194925;55.772087;POINT(49.194925 55.772087)
70000001025023000;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, улица Владимира Кулагина, 9;49.135591;55.742549;POINT(49.135591 55.742549)
70000001025023000;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, Северо-Западная улица, 14;48.956638;55.874753;POINT(48.956638 55.874753)
70000001025023000;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, улица Васильченко, 41;49.02544;55.834942;POINT(49.02544 55.834942)
70000001025023000;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Высокогорский район, село Высокая Гора, улица Мелиораторов, 7;49.280525;55.910447;POINT(49.280525 55.910447)
70000001025023000;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Лаишевский район, село Столбище, Советская улица, 2;49.2167;55.6556;POINT(49.2167 55.6556)
70000001025106000;70000001025106000;КНД Виктория;;78432590759;;;;;;;;Россия, Республика Татарстан, Казань, улица Аделя Кутуя, 159к1;49.186795;55.770811;POINT(49.186795 55.770811)
70000001025315500;70000001025315500;Пункт приема металлолома;;79520383139;79274454221;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, Приволжский район, Газовая улица, 2/104;49.149192;55.771965;POINT(49.149192 55.771965)
70000001025488500;70000001024188200;ТатМеталл;tatstal2016@gmail.com;78432167815;;lom700.ru;https://vk.com/club179762911;;;;;Россия, Республика Татарстан, Казань, улица Лебедева, 4А;49.122135;55.762232;POINT(49.122135 55.762232)
70000001025594200;70000001006578000;Вторцветмет;420110@bk.ru;79172743004;+7 (843) 2481398;cvetmet-kzn.ru;;;;;;Россия, Республика Татарстан, Казань, улица Академика Лаврентьева, 1А;49.140613;55.832065;POINT(49.140613 55.832065)
70000001025720000;70000001017348100;Аванс;;78432978747;;;;;;;;Россия, Республика Татарстан, Казань, Революционная улица, 16к1;48.897771;55.817825;POINT(48.897771 55.817825)
70000001025734400;70000001025734300;Татметком;;78432333993;;akron-holding.ru;;;;;;Россия, Республика Татарстан, Казань, Портовая улица, 27;49.081081;55.760307;POINT(49.081081 55.760307)
70000001025877800;70000001025877800;МАСТЕР-ХОЛЛ;;79872901690;+7 (843) 2505888;;;;;;;Россия, Республика Татарстан, Казань, Приволжский район, Магистральная улица, 136;49.104519;55.740213;POINT(49.104519 55.740213)
70000001025993900;70000001025993900;Лом в Казани 24;;79600482858;;;;;;;;Россия, Республика Татарстан, Казань, улица Короленко, 120к4;49.104159;55.846204;POINT(49.104159 55.846204)
70000001026047100;2956024126602640;ИнтерМетТрейд;supply.imt@gmail.com;78435702047;;imt-rt.ru;;;;;;Россия, Республика Татарстан, Казань, улица Липатова, 4к2;49.218416;55.870784;POINT(49.218416 55.870784)
70000001026047300;2956024126602640;ИнтерМетТрейд;supply.imt@gmail.com;78435702047;;imt-rt.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, улица Королёва, 28;48.545254;55.866718;POINT(48.545254 55.866718)
70000001026047600;2956024126602640;ИнтерМетТрейд;supply.imt@gmail.com;78435702047;;imt-rt.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Озёрная улица, 51;48.536514;55.838971;POINT(48.536514 55.838971)
70000001026650800;70000001026650700;Пункт приема лома цветных и черных металлов;;78432510025;;;;;;;;Россия, Республика Татарстан, Казань, улица Аделя Кутуя, 11;49.185061;55.771089;POINT(49.185061 55.771089)
70000001026655000;70000001022296200;ВторМет+;;78432484406;;priem-loma116.ru;;;;;;Россия, Республика Татарстан, Казань, улица Гудованцева, 1Б;49.018783;55.860554;POINT(49.018783 55.860554)
70000001026657200;70000001026657200;Металлолом Казань;;78432900644;;;;;;;;Россия, Республика Татарстан, Казань, улица Гудованцева, 1Б;49.018783;55.860554;POINT(49.018783 55.860554)
70000001026660800;70000001026660800;Репласт;;79178683738;79050217606;;;;;;;Россия, Республика Татарстан, Казань, Химическая улица, 21к1;48.997898;55.879712;POINT(48.997898 55.879712)
70000001026834500;70000001026834500;Втормет;;79377774101;;vtormet116.ru;;;;;;Россия, Республика Татарстан, Казань, Хлебозаводская улица, 1Ак2;49.053117;55.846613;POINT(49.053117 55.846613)
70000001027036600;2956024126475520;Экология Поволжья;;78432509596;;www.ikkom.ru;https://vk.com/ecotatarstan;;https://instagram.com/ecotatarstan;https://facebook.com/ecotatarstan;;Россия, Республика Татарстан, Казань, улица Вишневского, 26А;49.145122;55.780041;POINT(49.145122 55.780041)
70000001028140400;70000001028140400;Амега;;79625488658;;;;;;;;Россия, Республика Татарстан, Казань, улица Гагарина, 87А;49.086022;55.836792;POINT(49.086022 55.836792)
70000001028868800;70000001028868800;ВТОРМЕТ;;79600410049;;;;;;;;Россия, Республика Татарстан, Казань, Модельная улица, 25А;49.128001;55.746912;POINT(49.128001 55.746912)
70000001028982500;70000001028982500;ВТОРЦВЕТМЕТ;;79046690370;;;;;;;;Россия, Республика Татарстан, Казань, улица Айдарова, 132;49.047619;55.870511;POINT(49.047619 55.870511)
70000001028990100;70000001028982500;ВТОРЦВЕТМЕТ;;79061155100;+7 (843) 2390901;;;;https://instagram.com/savauishkin;;;Россия, Республика Татарстан, Казань, Горьковское шоссе, 28с1;49.032096;55.82802;POINT(49.032096 55.82802)
70000001028990200;70000001022846300;ЭКО-ресурс;eko-resurs.tatarstan@mail.ru;79625597174;;ecoresurstat.ru;;;;;;Россия, Республика Татарстан, Казань, улица Аделя Кутуя, 110В;49.192194;55.779595;POINT(49.192194 55.779595)
70000001028990900;70000001028982500;ВТОРЦВЕТМЕТ;;79600418181;;;;;;;;Россия, Республика Татарстан, Казань, Ударная улица, 21;49.088969;55.875284;POINT(49.088969 55.875284)
70000001028992500;70000001028982500;ВТОРЦВЕТМЕТ;;79503183847;;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, Портовая улица, 25к1;49.094143;55.770198;POINT(49.094143 55.770198)
70000001029105200;70000001024188200;ТатМеталл;melalolom16@mail.ru;79870615859;79869265236;;https://vk.com/tatstal;;;;;Россия, Республика Татарстан, Казань, улица Васильченко, 9;49.056045;55.838607;POINT(49.056045 55.838607)
70000001029145900;70000001029145900;Альбион;;79872889469;;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, Бухарская улица, 1;49.198869;55.773591;POINT(49.198869 55.773591)
70000001029145900;70000001029145900;Альбион;;79600663666;;kazan-lom.ru;https://vk.com/id449233040;;;;;Россия, Республика Татарстан, Казань, Гвардейская улица, 53А;49.18004;55.772796;POINT(49.18004 55.772796)
70000001029145900;70000001029145900;Альбион;;79656084528;;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, Южно-Промышленная улица, 5;49.09611;55.730081;POINT(49.09611 55.730081)
70000001029165300;70000001029165300;ТАТМЕТКОМ;;79674671774;;;;;;;;Россия, Республика Татарстан, Казань, Северо-Западная улица, 1;48.95803;55.868486;POINT(48.95803 55.868486)
70000001029174200;70000001028982500;ВТОРЦВЕТМЕТ;;79083333061;;;;;;;;Россия, Республика Татарстан, Казань, Центрально-Мариупольская улица, 49Б;49.068245;55.868814;POINT(49.068245 55.868814)
70000001029175000;70000001025734300;Татметком;;78432333993;;akron-holding.ru;;;;;;Россия, Республика Татарстан, Казань, Тульская улица, 28;49.147808;55.732007;POINT(49.147808 55.732007)
70000001029637200;70000001029637200;Мир и Дом;;78432286209;79600319087;www.miridomutil.ru;;;;;;Россия, Республика Татарстан, Казань, улица Родины, 24к1;49.196713;55.762875;POINT(49.196713 55.762875)
70000001029693400;70000001017306400;Альфа-ВторМет;lom-kazan@mail.ru;79172371138;;lom116.ru;https://vk.com/alfavtormet;;https://instagram.com/alfavtormet;;https://youtube.com/channel/UCBYxKs6o4xmgJip2puSMzSQ;Россия, Республика Татарстан, Казань, Тэцевская улица, 1к5;49.091125;55.847983;POINT(49.091125 55.847983)
70000001030039000;70000001030039000;Пункт приема цветного металла;;79270394605;;;;;;;;Россия, Республика Татарстан, Казань, 2-я Азинская улица, 7;49.210708;55.799937;POINT(49.210708 55.799937)
70000001030249400;70000001030249400;Мамы Казани;;79172985630;;;https://vk.com/mamakazan;;https://instagram.com/rboo_mamakazan;;;Россия, Республика Татарстан, Казань, улица Болотникова, 3;49.055578;55.818589;POINT(49.055578 55.818589)
70000001030881100;70000001029145900;Альбион;;79655938088;;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, жилой массив Нагорный, Дорожная улица, 54;49.225351;55.848887;POINT(49.225351 55.848887)
70000001030997400;70000001030997400;ТИМЕР;;79872921556;;;;;;;;Россия, Республика Татарстан, Зеленодольск, Привокзальная улица, 23А;48.49909;55.842049;POINT(48.49909 55.842049)
70000001031167000;70000001028982500;ВТОРЦВЕТМЕТ;valeevkamil2@gmail.com;79046651233;;;;;;;;Россия, Республика Татарстан, Казань, улица Гудованцева, 1Б;49.018783;55.860554;POINT(49.018783 55.860554)
70000001031566500;70000001031566500;ЛПК;;78432501009;79178803050;;;;;;;Россия, Республика Татарстан, Казань, улица Аделя Кутуя, 159А;49.189841;55.772107;POINT(49.189841 55.772107)
70000001031677600;70000001024188200;ТатМеталл;;79872120233;;;;;https://instagram.com/priem_loma_kazan;;;Россия, Республика Татарстан, Казань, улица Родины, 43;49.211104;55.768815;POINT(49.211104 55.768815)
70000001031993900;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Казань, улица Васильченко, 32;49.033686;55.837707;POINT(49.033686 55.837707)
70000001031994000;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Казань, Горьковское шоссе, 30к1;49.025027;55.827247;POINT(49.025027 55.827247)
70000001031994100;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Казань, Техническая улица, 23Б;49.131881;55.744004;POINT(49.131881 55.744004)
70000001031994200;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Казань, Тэцевская улица, 1к4;49.09117;55.846972;POINT(49.09117 55.846972)
70000001031994400;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Зеленодольск, Озёрная улица, 51;48.536514;55.838971;POINT(48.536514 55.838971)
70000001032713400;70000001028982500;ВТОРЦВЕТМЕТ;;79053187692;;;;;;;;Россия, Республика Марий Эл, Волжск, Горная улица, 1А;48.386783;55.849307;POINT(48.386783 55.849307)
70000001032742200;70000001032742200;ФЕРРУМ;;79178782854;;;;;;;;Россия, Республика Татарстан, Казань;49.108795;55.796289;POINT(49.108795 55.796289)
70000001032792200;70000001006209500;День добрых дел, благотворительный фонд;;78432366561;;dendd.ru;https://vk.com/denddel;;;https://facebook.com/denddel;;Россия, Республика Татарстан, Казань, улица Восстания, 59;49.07235;55.832955;POINT(49.07235 55.832955)
70000001032914400;70000001032914400;ВторПромМет;;;;;;;;;;Россия, Республика Татарстан, Казань, Революционная улица, 48;48.905281;55.818205;POINT(48.905281 55.818205)
70000001033025500;70000001028982500;ВТОРЦВЕТМЕТ;;79172436607;;;;;;;;Россия, Республика Татарстан, Казань, улица Академика Павлова, 50Б;49.097449;55.866652;POINT(49.097449 55.866652)
70000001033077100;70000001017306400;Альфа-ВторМет;lom-kazan@mail.ru;79172371138;;lom116.ru;https://vk.com/alfavtormet;;https://instagram.com/alfavtormet;;https://youtube.com/channel/UCBYxKs6o4xmgJip2puSMzSQ;Россия, Республика Татарстан, Казань, Алебастровая улица, 11;49.103135;55.731252;POINT(49.103135 55.731252)
70000001033126100;70000001033126100;Пункт приема цветного металла;;;;;;;;;;Россия, Республика Татарстан, Казань, улица Гудованцева, 15А;49.021002;55.865758;POINT(49.021002 55.865758)
70000001033216900;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Казань, Алебастровая улица, 11;49.103135;55.731252;POINT(49.103135 55.731252)
70000001033239700;70000001033239700;Таормет;;;;;;;;;;Россия, Республика Татарстан, Казань, посёлок Дербышки, улица Правды, 15/1;49.224246;55.867011;POINT(49.224246 55.867011)
70000001033412300;70000001033412300;Феррум;;79053103855;;www.ferrumkzn.ru;;;;;;Россия, Республика Татарстан, Казань, Учительская улица, 2Б;49.111049;55.755054;POINT(49.111049 55.755054)
70000001033453700;70000001033453700;Тимер Тау;;79274815481;+7 (843) 2590690;lom-16.ru;;;;;;Россия, Республика Татарстан, Казань, улица Михаила Миля, 61;49.130686;55.850575;POINT(49.130686 55.850575)
70000001033483500;70000001033483500;ПромВторРесурс;;78432720321;;;;;;;;Россия, Республика Татарстан, Казань, 1-я Владимирская улица, 106;49.20133;55.822377;POINT(49.20133 55.822377)
70000001033570800;70000001033570800;ВторМет+;dementeva116@mail.ru;78432507075;79196219298;dementeva16.ru;;;;;;Россия, Республика Татарстан, Казань, улица Дементьева, 1;49.098958;55.856508;POINT(49.098958 55.856508)
70000001033710300;70000001028982500;ВТОРЦВЕТМЕТ;mystafinalbert1981@gmail.com;79053132210;;;;;;;;Россия, Республика Татарстан, Зеленодольский район, посёлок городского типа Васильево, Северная улица, 44;48.678007;55.833046;POINT(48.678007 55.833046)
70000001033968200;70000001033968200;ММК ВТОРМЕТ;;79297231190;79991567255;;;;;;;Россия, Республика Татарстан, Казань, Автосервисная улица, 4;48.938968;55.868253;POINT(48.938968 55.868253)
70000001034050100;70000001028982500;ВТОРЦВЕТМЕТ;;79600496265;;;;;;;;Россия, Республика Татарстан, Казань, улица Васильченко, 12/4;49.044574;55.838971;POINT(49.044574 55.838971)
70000001034149100;2956024126602640;ИнтерМетТрейд;supply.imt@gmail.com;78435702047;;imt-rt.ru;;;;;;Россия, Республика Татарстан, Казань, Техническая улица, 17;49.13366;55.734258;POINT(49.13366 55.734258)
70000001034189200;70000001036475300;ВторЦветМет;;79656000554;;kazan-lom.ru;https://vk.com/public177925632;;;;;Россия, Республика Татарстан, Казань, Техническая улица, 48Б;49.137038;55.731095;POINT(49.137038 55.731095)
70000001034189800;2956024126389130;Базальт;;78432450062;;priemmetalloloma116.ru;;;;;;Россия, Республика Татарстан, Казань, улица Родины, 27;49.20478;55.767939;POINT(49.20478 55.767939)
70000001034348500;70000001034348500;МИНХАН;;78432904500;79872316344;talvtormet.ru;;;;;;Россия, Республика Татарстан, Казань, Химическая улица, 52;49.00229;55.87189;POINT(49.00229 55.87189)
70000001034465000;70000001031993900;ИнтерМеталл Трейд;;79673614625;;imt16.ru;;;;;;Россия, Республика Татарстан, Казань, Техническая улица, 17;49.13366;55.734258;POINT(49.13366 55.734258)
70000001034605300;70000001034605300;КаМед;;;;;;;;;;Россия, Республика Татарстан, Казань, улица Владимира Кулагина, 10;49.135466;55.743213;POINT(49.135466 55.743213)
70000001034681300;70000001034681300;Пункт приема вторсырья;;79274132848;79393847784;;;;;;;Россия, Республика Татарстан, Казань, Вахитовский район, Большая Красная улица, 7/9;49.115038;55.798515;POINT(49.115038 55.798515)
70000001034696400;70000001034696400;Пункт приема лома черных и цветных металлов;;;;;;;;;;Россия, Республика Татарстан, Казань, улица Владимира Кулагина, 9А;49.133911;55.742534;POINT(49.133911 55.742534)
70000001034760700;70000001034760700;ЦветЧерМет-Проект;;79510648828;;kazan-lom.ru;;;https://instagram.com/chermet_kazan_tatarstan;;;Россия, Республика Татарстан, Казань, улица Академика Губкина, 120;49.204941;55.811184;POINT(49.204941 55.811184)
70000001034849700;70000001034849700;ГЕРКУЛЕС МЕТАЛЛ;;78435133181;79600427374;;;;;;;Россия, Республика Татарстан, Казань, улица Халитова, 4;49.189607;55.818665;POINT(49.189607 55.818665)
70000001034929400;70000001034929400;ВТОРМЕТТРЕЙД;;79393621029;;;;;;;;Россия, Республика Татарстан, Казань, Приволжский район, Магистральная улица, 136;49.104519;55.740213;POINT(49.104519 55.740213)
70000001035102400;70000001035102400;Промедсервис;;;;;;;;;;Россия, Республика Татарстан, Казань, Вахитовский район, улица Татарстан, 11;49.111948;55.778998;POINT(49.111948 55.778998)
70000001035222700;70000001035222700;Пункт приема металла;;79510641674;;;;;;;;Россия, Республика Татарстан, Казань, 1-я Ноксинская улица, 34;49.196488;55.841347;POINT(49.196488 55.841347)
70000001035420500;70000001035420500;Пункт приема лома черных и цветных металлов;;79050213828;;;;;;;;Россия, Республика Татарстан, Казань, улица Академика Павлова, 48;49.098221;55.865728;POINT(49.098221 55.865728)
70000001035436900;70000001035436900;ЦветЧермет;;79655911666;79534041435;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, Сибирский тракт, 34к10Б;49.189841;55.816753;POINT(49.189841 55.816753)
70000001035451700;70000001017306400;Альфа-ВторМет;lom-kazan@mail.ru;79172371138;;lom116.ru;https://vk.com/alfavtormet;;https://instagram.com/alfavtormet;;https://youtube.com/channel/UCBYxKs6o4xmgJip2puSMzSQ;Россия, Республика Татарстан, Казань, Техническая улица, 17;49.13366;55.734258;POINT(49.13366 55.734258)
70000001035476900;70000001035476900;ММК;;78432588518;79600488518;;;;;;;Россия, Республика Татарстан, Казань, Приволжский район, Магистральная улица, 86;49.1038;55.749005;POINT(49.1038 55.749005)
70000001035573800;70000001035573800;Вторцветмет;;79991577038;;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, улица Меховщиков, 72к1;49.101006;55.765007;POINT(49.101006 55.765007)
70000001035615800;70000001035615800;ТатМетКом;;79047168040;;;;;;;;Россия, Санкт-Петербург, территория Горелово, улица Коммунаров, 2;30.128902;59.773465;POINT(30.128902 59.773465)
70000001035632900;70000001035632900;Пункт приема металлолома и б/у аккумуляторов;;79656216751;;;;;;;;Россия, Республика Татарстан, Лаишевский район, село Габишево, Яблоневая улица, 1Б;49.135591;55.616676;POINT(49.135591 55.616676)
70000001035639400;2956024126390020;ВторМет;;79600874653;;gkvtormet.ru;https://vk.com/public_kzn_metall;;https://instagram.com/metallolom_kazan;;;Россия, Республика Татарстан, Казань, улица Гудованцева, 1А;49.019053;55.861999;POINT(49.019053 55.861999)
70000001035656200;70000001035656200;Строй-Планета;;78437170330;+7 (84371) 73390;;;;;;;Россия, Республика Татарстан, Зеленодольск, улица Королёва, 28;48.545254;55.866718;POINT(48.545254 55.866718)
70000001035663700;70000001037182200;Союзметтрейд;;78432153828;;союзметтрейд.рф;;;;;;Россия, Республика Татарстан, Казань, улица Новостройки, 1;48.917795;55.811978;POINT(48.917795 55.811978)
70000001035709700;70000001035709700;Пункт приема металлолома;;79063250759;;;;;;;;Россия, Республика Татарстан, Казань, Мамадышский тракт, 35Е;49.259478;55.801637;POINT(49.259478 55.801637)
70000001035736900;70000001035736900;Вторцветмет;;79625616118;;kazan-lom.ru;;;;;;Россия, Республика Татарстан, Казань, жилой массив Нагорный, Дорожная улица, 1;49.214643;55.847432;POINT(49.214643 55.847432)
